,x_ins,initial_prices,reached_prices,ys,final_prices,x_outs,dxs
227,95661493.24389277,0.999987372549107,0.0008199748880363266,51751864.0746028,1.0044731317817295,51690011.56838104,-43971481.67551173
228,96081061.19671686,0.999987372549107,0.0008091354337659934,51751999.22270905,1.0043756781186384,51690757.00286688,-44390304.19384998
229,96500629.14954096,0.999987372549107,0.0007985622593741236,51752131.667446524,1.0042813253293517,51691487.12296003,-44809142.02658093
230,96920197.10236505,0.999987372549107,0.0007882462019305882,51752261.48549546,1.0041899477098988,51692202.37841953,-45227994.72394551
231,97339765.05518913,0.999987372549107,0.0007781784984144408,51752388.75070118,1.0041014256259755,51692903.2025863,-45646861.852602825
232,97759333.00801323,0.999987372549107,0.000768350764692384,51752513.53420328,1.0040156451769786,51693590.013089634,-46065742.9949236
233,98178900.96083732,0.999987372549107,0.000758754975784978,51752635.904557995,1.0039324978807909,51694263.21251917,-46484637.74831815
234,98598468.9136614,0.999987372549107,0.0007493834473307603,51752755.92785384,1.0038518803779193,51694923.18906433,-46903545.724597074
235,99018036.8664855,0.999987372549107,0.0007402288181654891,51752873.66782119,1.0037736941536837,51695570.317122914,-47322466.54936259
236,99437604.81930959,0.999987372549107,0.000731284033940078,51752989.18593613,1.0036978452772543,51696204.9578804,-47741399.861429185
237,99857172.77213368,0.999987372549107,0.0007225423317067097,51753102.5415187,1.003624244156416,51696827.459861666,-48160345.31227201
238,100276740.72495778,0.999987372549107,0.0007139972254079281,51753213.79182626,1.00355280530702,51697438.1594564,-48579302.56550137
239,100696308.67778187,0.999987372549107,0.0007056424922084654,51753322.9921419,1.0034834471361607,51698037.381419785,-48998271.29636207
240,101115876.63060595,0.999987372549107,0.0006974721596140016,51753430.19585841,1.0034160917381798,51698625.43934947,-49417251.19125647
241,101535444.58343005,0.999987372549107,0.0006894804933252731,51753535.45455803,1.0033506647026613,51699202.63614039,-49836241.94728965
242,101955012.53625414,0.999987372549107,0.0006816619857796628,51753638.81808815,1.0032870949336483,51699769.26441831,-50255243.27183582
243,102374580.48907822,0.999987372549107,0.0006740113453359182,51753740.33463328,1.003225314479355,51700325.60695334,-50674254.88212489
244,102794148.44190232,0.999987372549107,0.0006665234860608764,51753840.05078348,1.0031652583717052,51700871.93705436,-51093276.50484797
245,103213716.39472641,0.999987372549107,0.000659193518079965,51753938.01159942,1.0031068644750771,51701408.51894546,-51512307.875780955
246,103633284.34755051,0.999987372549107,0.0006520167384560223,51754034.260674305,1.0030500733436636,51701935.60812515,-51931348.73942537
247,104052852.3003746,0.999987372549107,0.0006449886225634493,51754128.84019282,1.002994828086917,51702453.451709315,-52350398.84866528
248,104472420.25319868,0.999987372549107,0.0006381048159270067,51754221.79098723,1.0029410742425653,51702962.28875874,-52769457.96443995
249,104891988.20602278,0.999987372549107,0.0006313611264967307,51754313.1525909,1.002888759656736,51703462.35059188,-53188525.85543091
