,x_ins,initial_prices,reached_prices,ys,final_prices,x_outs,dxs
71,30208892.60333456,0.999987372549107,0.9986270358502066,30182941.478449456,1.0012029847193407,30158739.125028744,-50153.47830581467
72,30628460.55615865,0.999987372549107,0.9985673381585742,30601753.094416205,1.0012529132042602,30576869.668037683,-51590.88812096568
73,31048028.508982744,0.999987372549107,0.9985040777385428,31020538.912837308,1.001305618715122,30994953.01873312,-53075.490249619055
74,31467596.461806834,0.999987372549107,0.9984369581174916,31439297.376168344,1.001361317902113,31412986.421804752,-54610.040002083006
75,31887164.414630923,0.999987372549107,0.9983656515883441,31858026.795854945,1.0014202487154638,31830966.89709812,-56197.517532804464
76,32306732.367455017,0.999987372549107,0.9982897951773477,32276725.33837332,1.0014826729679165,32248891.216401596,-57841.15105342171
77,32726300.320279106,0.999987372549107,0.9982089859926726,32695391.009447932,1.0015488792629286,32666755.877295837,-59544.44298327061
78,33145868.273103196,0.999987372549107,0.9981227758429555,33114021.636163116,1.0016191863493227,33084557.07362368,-61311.199479513336
79,33565436.22592729,0.999987372549107,0.9980306649921198,33532614.846634008,1.001693946974639,33502290.66206061,-63145.563866680386
80,33985004.17875139,0.999987372549107,0.9979320948886954,33951168.046840325,1.0017735523234566,33919952.124172695,-65052.054578689786
81,34404572.13157547,0.999987372549107,0.9978264396730395,34369678.39415118,1.0018584371440544,34337536.523236565,-67035.6083389055
82,34824140.084399566,0.999987372549107,0.9977129962225338,34788142.766977616,1.0019490856876965,34755038.45495955,-69101.62944001968
83,35243708.03722366,0.999987372549107,0.9975909724406589,35206557.729877226,1.0020460386105554,35172451.99107248,-71256.04615117407
84,35663275.990047745,0.999987372549107,0.9974594734277776,35624919.49329798,1.0021499010200188,35589770.61456576,-73505.37548198372
85,36082843.94287184,0.999987372549107,0.99731748508547,36043223.86697789,1.0022613518864762,36006987.14509065,-75856.79778119284
86,36502411.89569593,0.999987372549107,0.9971638545970597,36461466.20580633,1.002381155090662,36424093.65274255,-78318.2429533821
87,36921979.84852002,0.999987372549107,0.9969972670874846,36879641.34668981,1.0025101724379102,36841081.35806433,-80898.49045568758
88,37341547.80134411,0.999987372549107,0.9968162175864285,37297743.53463495,1.0026493790477005,37257940.51563647,-83607.28570764344
89,37761115.754168205,0.999987372549107,0.9966189771868765,37715766.335845046,1.0027998816241699,37674660.27803137,-86455.47613683087
90,38180683.7069923,0.999987372549107,0.996403551989621,38133702.53509904,1.0029629402368399,38091228.536167376,-89455.17082492106
91,38600251.659816384,0.999987372549107,0.996167633028941,38551544.01400718,1.0031399943985766,38507631.73115857,-92619.92865781585
92,39019819.61264048,0.999987372549107,0.9959085348528429,38969281.60587167,1.003332694430406,38923854.63156075,-95964.98107972491
93,39439387.56546457,0.999987372549107,0.9956231197371356,39386904.92175912,1.0035429393644923,39339880.068380095,-99507.49708447531
94,39858955.51828866,0.999987372549107,0.9953077035818465,39804402.140930384,1.0037729229766785,39755688.61823186,-103266.90005678956
95,40278523.47111275,0.999987372549107,0.9949579382798422,40221759.7568528,1.0040251899847519,40171258.222462796,-107265.24864995426
96,40698091.423936844,0.999987372549107,0.9945686636301455,40638962.2674763,1.0043027050341484,40586563.72667856,-111527.6972582834
97,41117659.37676093,0.999987372549107,0.9941337195029774,41055991.79505675,1.004608937868893,41001576.320664465,-116083.05609646683
98,41537227.32958502,0.999987372549107,0.9936457056727259,41472827.61622719,1.0049479691215228,41416262.852754325,-120964.4768307036
99,41956795.28240912,0.999987372549107,0.9930956721082473,41889445.576778375,1.0053246225485664,41830584.98472768,-126210.29768144002
100,42376363.23523321,0.999987372549107,0.9924727159316391,42305817.357027315,1.005744631424697,42244498.14249257,-131865.09274064563
101,42795931.188057296,0.999987372549107,0.9917634517923906,42721909.54171418,1.0062148493833247,42657950.20297225,-137980.9850850495
102,43215499.14088139,0.999987372549107,0.9909513086155786,43137682.43157062,1.006743519531744,43070879.837050535,-144619.30383085675
103,43635067.09370548,0.999987372549107,0.990015585326335,43553088.50977069,1.0073406205738658,43483214.399603024,-151852.69410246087
104,44054635.04652957,0.999987372549107,0.9889301676739463,43968070.441928945,1.0080183155182096,43894867.2167381,-159767.82979147378
105,44474202.99935366,0.999987372549107,0.9876617619619635,44382558.43773565,1.008791538164129,44305734.06157909,-168468.93777456408
106,44893770.952177756,0.999987372549107,0.9861674299982071,44796466.72717021,1.0096787661431221,44715688.52425662,-178082.42792114016
107,45313338.90500184,0.999987372549107,0.9843910974105012,45209688.79079875,1.0107030485572905,45124575.85516157,-188763.04984026763
108,45732906.857825935,0.999987372549107,0.9822585284892498,45622090.80956424,1.0118933836045894,45532204.67052073,-200702.18730520233
109,46152474.81065003,0.999987372549107,0.9796699701604846,46033502.52760352,1.0132865802383761,45938335.619812034,-214139.19083799288
110,46572042.763474114,0.999987372549107,0.9764891879301508,46443704.28940071,1.014929791830414,46342665.66625233,-229377.09722178895
111,46991610.71629821,0.999987372549107,0.9725268118175296,46852408.31298099,1.0168839827332903,46744805.92673445,-246804.78956376118
112,47411178.6691223,0.999987372549107,0.9675145425903151,47259231.10881134,1.019228680689998,47144249.89365893,-266928.77546337346
113,47830746.621946394,0.999987372549107,0.9610644288640097,47663652.02865747,1.0220684654930705,47540327.04985895,-290419.57208744925
114,48250314.57477048,0.999987372549107,0.9526034497375919,48064949.680451274,1.0255416913077615,47932133.959942065,-318180.61482841964
115,48669882.527594574,0.999987372549107,0.9412671246009527,48462102.479825154,1.0298317640395303,48318430.2504535,-351452.277141076
116,49089450.48041867,0.999987372549107,0.9257263694793292,48853630.68009208,1.0351804188273988,48697479.811456524,-391970.6689621423
117,49509018.43324275,0.999987372549107,0.9039129586734744,49237344.00112721,1.0418996487205496,49066808.412426904,-442210.0208158477
118,49928586.38606685,0.999987372549107,0.8726229589147967,49609945.24322732,1.0503714435402518,49422843.51882051,-505742.86724633526
119,50348154.33889094,0.999987372549107,0.8271014998694578,49966450.693592414,1.0610073971371052,49760426.755130365,-587727.5837605703
120,50767722.291715026,0.999987372549107,0.7611869271080992,50299515.137355916,1.0741115839127975,50072329.37812862,-695392.9135864038
121,51187290.24453912,0.999987372549107,0.669653026403635,50599210.32781859,1.0895812904965616,50349328.72995717,-837961.5145819465
122,51606858.19736321,0.999987372549107,0.5544891546496978,50854650.12371402,1.1065180576245892,50582063.67041728,-1024794.5269459327
123,52026426.150187306,0.999987372549107,0.4306076700556613,51058563.45790289,1.1231878414982006,50765322.1421128,-1261104.0080745085
124,52445994.10301139,0.999987372549107,0.31910137028541774,51211949.24104216,1.1377484820711108,50901766.56880121,-1544227.5342101825
125,52865562.055835485,0.999987372549107,0.23233692282313834,51323363.71605687,1.1491418533696178,51000517.30768893,-1865044.7481465586
126,53285130.00865958,0.999987372549107,0.17032358115945967,51403776.507759295,1.1572333066317342,51072198.511527985,-2212931.497131599
127,53704697.961483665,0.999987372549107,0.12738697573152113,51462594.4275926,1.1623957140433163,51125525.67757545,-2579172.283908218
128,54124265.91430776,0.999987372549107,0.09763587939057583,51506593.124660976,1.1651355505851089,51166597.084002696,-2957668.8303050604
129,54543833.86713185,0.999987372549107,0.07667818197708229,51540326.99912243,1.1659246797222962,51199417.747135654,-3344416.1199962
130,54963401.81995594,0.999987372549107,0.06157965201079482,51566806.61197273,1.1651571206680544,51226577.96554706,-3736823.854408875
131,55382969.77278003,0.999987372549107,0.050442866078957344,51588037.819474354,1.163152296251801,51249764.16782136,-4133205.604958668
132,55802537.725604124,0.999987372549107,0.04204104102132239,51605381.92720744,1.1601692372436962,51270091.089577965,-4532446.636026154
133,56222105.67842821,0.999987372549107,0.035569949472067965,51619783.43298901,1.156420175901852,51288308.42960388,-4933797.248824322
134,56641673.6312523,0.999987372549107,0.030492015076480864,51631912.57104501,1.152081012471253,51304928.807485625,-5336744.823766674
135,57061241.5840764,0.999987372549107,0.026440217641156005,51642255.30515662,1.147298853559393,51320307.94277927,-5740933.641297121
136,57480809.53690049,0.999987372549107,0.02315866087057013,51651171.10250341,1.1421973762521103,51334695.84242963,-6146113.694470862
137,57900377.48972458,0.999987372549107,0.020465318836572516,51658930.76532511,1.136880709149545,51348270.16233943,-6552107.327385153
138,58319945.44254867,0.999987372549107,0.018228268542223498,51665741.71715385,1.1314363381143975,51361158.396948,-6958787.045600672
139,58739513.39537276,0.999987372549107,0.016350233491177573,51671765.246099025,1.1259373785618376,51373452.91626457,-7366060.479108197
140,59159081.34819685,0.999987372549107,0.014758336847641603,51677128.489755206,1.120444433725669,51385221.32401196,-7773860.024184889
141,59578649.30102094,0.999987372549107,0.013397180448575187,51681932.91540139,1.1150071750704693,51396513.69108956,-8182135.60993138
142,59998217.253845036,0.999987372549107,0.012224086568759734,51686260.42082627,1.1096657268149472,51407367.66194455,-8590849.59190048
143,60417785.20666912,0.999987372549107,0.011205771569259412,51690177.791395254,1.1044519024067962,51417812.087862305,-8999973.118806817
144,60837353.159493215,0.999987372549107,0.010315983967317118,51693740.00286526,1.0993903200474517,51427869.62479694,-9409483.534696272
145,61256921.11231731,0.999987372549107,0.009533802725309827,51696992.701243,1.094499412325244,51437558.59428214,-9819362.518035166
146,61676489.0651414,0.999987372549107,0.008842394480711068,51699974.087514095,1.0897923384946377,51446894.31474723,-10229594.750394173
147,62096057.01796549,0.999987372549107,0.008228094416679443,51702716.366281494,1.085277804806493,51455890.04954308,-10640166.968422404
148,62515624.97078958,0.999987372549107,0.007679718452180132,51705246.870902106,1.080960797141291,51464557.67636829,-11051067.29442129
149,62935192.923613675,0.999987372549107,0.00718804286174311,51707588.94588093,1.0768432301104807,51472908.15388256,-11462284.769731117
150,63354760.87643776,0.999987372549107,0.006745406519125367,51709762.64516752,1.0729245171937145,51480951.840874985,-11873809.035562776
151,63774328.829261854,0.999987372549107,0.006345403947616312,51711785.28943343,1.0692020670234113,51488698.70870577,-12285630.12055609
152,64193896.78208595,0.999987372549107,0.005982646315881968,51713671.914317995,1.065671711417168,51496158.47709017,-12697738.304995777
153,64613464.73491003,0.999987372549107,0.00565257377067113,51715435.633635804,1.0623280710973035,51503340.69546444,-13110124.039445594
154,65033032.68773413,0.999987372549107,0.0053513069138182105,51717087.935713835,1.0591648651923256,51510254.786367774,-13522777.901366357
155,65452600.64055822,0.999987372549107,0.005075528384628246,51718638.92673986,1.0561751705919997,51516910.06294274,-13935690.57761548
156,65872168.59338231,0.999987372549107,0.004822387784379795,51720097.5318166,1.0533516370503944,51523315.72941126,-14348852.863971043
157,66291736.5462064,0.999987372549107,0.004589424838003645,51721471.662027694,1.0506866636330783,51529480.87094871,-14762255.67525769
158,66711304.49903049,0.999987372549107,0.004374506907753109,51722768.35401366,1.0481725417202632,51535414.437553205,-15175890.061477287
159,67130872.45185459,0.999987372549107,0.00417577787879957,51723993.88717871,1.0458015693392826,51541125.22514222,-15589747.226712365
160,67550440.40467867,0.999987372549107,0.00399161611396104,51725153.8825902,1.0435661411348665,51546621.856093,-16003818.548585674
161,67970008.35750276,0.999987372549107,0.0038205996855877346,51726253.386813335,1.0414588178162387,51551912.76069324,-16418095.596809529
162,68389576.31032684,0.999987372549107,0.00366147748080926,51727296.943285294,1.0394723784627553,51557006.1604199,-16832570.14990694
163,68809144.26315095,0.999987372549107,0.0035131450734527136,51728288.653331965,1.0375998586364434,51561910.05356803,-17247234.209582917
164,69228712.21597503,0.999987372549107,0.003374624484892035,51729232.22853548,1.0358345768480266,51566632.20347041,-17662080.012504622
165,69648280.16879912,0.999987372549107,0.0032450471336673047,51730131.03584672,1.0341701515571158,51571180.12935482,-18077100.0394443
166,70067848.12162322,0.999987372549107,0.003123639412300723,51730988.13658658,1.0326005105590526,51575561.099754594,-18492287.021868624
167,70487416.0744473,0.999987372549107,0.0030097104385335754,51731806.32027855,1.0311198943201756,51579782.12830563,-18907633.946141675
168,70906984.02727139,0.999987372549107,0.002902641614102731,51732588.13409297,1.0297228545686308,51583849.971713856,-19323134.05555753
169,71326551.98009549,0.999987372549107,0.0028018776923537936,51733335.90855188,1.0284042492269518,51587771.12965326,-19738780.850442227
170,71746119.93291958,0.999987372549107,0.0027069191103840755,51734051.78003585,1.0271592345826048,51591551.84634736,-20154568.086572208
171,72165687.88574366,0.999987372549107,0.002617315385023584,51734737.71054701,1.0259832554305433,51595198.1135919,-20570489.772151764
172,72585255.83856776,0.999987372549107,0.0025326594070986482,51735395.50510996,1.0248720337843837,51598715.67498873,-20986540.163579028
173,73004823.79139185,0.999987372549107,0.002452582496857383,51736026.82713308,1.0238215566371096,51602110.03117793,-21402713.760213926
174,73424391.74421594,0.999987372549107,0.0023767501065481995,51736633.21200339,1.0228280631553999,51605386.44587443,-21819005.298341505
175,73843959.69704004,0.999987372549107,0.0023048580750066076,51737216.07914707,1.0218880316111638,51608549.952536106,-22235409.74450393
176,74263527.64986412,0.999987372549107,0.002236629354564896,51737776.74275384,1.0209981662872631,51611605.361510195,-22651922.288353927
177,74683095.60268822,0.999987372549107,0.002171811143317248,51738316.42133428,1.020155384539667,51614557.26752483,-23068538.335163396
178,75102663.55551231,0.999987372549107,0.0021101723662749817,51738836.24625569,1.0193568041535435,51617410.05741047,-23485253.49810184
179,75522231.5083364,0.999987372549107,0.0020515014576497318,51739337.269381285,1.018599731094449,51620167.917953044,-23902063.590383347
180,75941799.4611605,0.999987372549107,0.001995604403740159,51739820.46992071,1.017881647726459,51622834.84379578,-24318964.617364723
181,76361367.41398458,0.999987372549107,0.0019423030119366646,51740286.760585055,1.017200201545609,51625414.645320356,-24735952.768664222
182,76780935.36680867,0.999987372549107,0.0018914333764135924,51740736.99312736,1.0165531944583626,51627910.95645037,-25153024.41035829
183,77200503.31963277,0.999987372549107,0.001842844515323141,51741171.96333893,1.0159385726201529,51630327.242330216,-25570176.07730255
184,77620071.27245685,0.999987372549107,0.001796397157879977,51741592.41556269,1.0153544168376367,51632666.80684233,-25987404.465614524
185,78039639.22528094,0.999987372549107,0.001751962662745161,51741999.04677722,1.0147989335295566,51634932.79993333,-26404706.425347608
186,78459207.17810504,0.999987372549107,0.0017094220516757342,51742392.51029821,1.014270446234511,51637128.22472665,-26822078.95337839
187,78878775.13092913,0.999987372549107,0.0016686651445786294,51742773.41913859,1.0137673876491002,51639255.94440499,-27239519.186524134
188,79298343.08375321,0.999987372549107,0.0016295897839576098,51743142.349063344,1.013288292176462,51641318.688850984,-27657024.39490222
189,79717911.03657731,0.999987372549107,0.0015921011383214204,51743499.84137097,1.01283178896288,51643319.06103851,-28074591.975538798
190,80137478.9894014,0.999987372549107,0.0015561110754731232,51743846.40542956,1.01239659539871,51645259.543170646,-28492219.446230743
191,80557046.94222549,0.999987372549107,0.0015215375977604242,51744182.5209925,1.0119815110591013,51647142.50256306,-28909904.439662434
192,80976614.89504959,0.999987372549107,0.0014883043323641715,51744508.64031573,1.0115854120597723,51648970.197273985,-29327644.697775595
193,81396182.84787367,0.999987372549107,0.0014563400705617728,51744825.19009599,1.0112072458032888,51650744.78148388,-29745438.066389795
194,81815750.80069776,0.999987372549107,0.0014255783506448418,51745132.57324775,1.0108460260917884,51652468.31062933,-30163282.490068432
195,82235318.75352186,0.999987372549107,0.0013959570798130721,51745431.17053392,1.010500828582812,51654142.746296875,-30581176.007224992
196,82654886.70634595,0.999987372549107,0.0013674181909239117,51745721.34206439,1.0101707865657894,51655769.96088357,-30999116.745462377
197,83074454.65917003,0.999987372549107,0.0013399073304621169,51746003.428674705,1.0098550870377128,51657351.7420316,-31417102.917138435
198,83494022.61199413,0.999987372549107,0.0013133735745153472,51746277.75319581,1.00955296705759,51658889.79684468,-31835132.815149453
199,83913590.56481822,0.999987372549107,0.001287769169910106,51746544.62162482,1.0092637103603637,51660385.75589467,-32253204.808923554
200,84333158.51764232,0.999987372549107,0.0012630492979842165,51746804.32420575,1.0089866442120803,51661841.177026436,-32671317.34061589
201,84752726.4704664,0.999987372549107,0.0012391718587539194,51747057.13642807,1.0087211364891973,51663257.548969775,-33089468.92149663
202,85172294.42329049,0.999987372549107,0.0012160972734809093,51747303.31995038,1.0084665929659802,51664636.294766575,-33507658.12852392
203,85591862.37611459,0.999987372549107,0.0011937883038619537,51747543.123455554,1.008222454794988,51665978.77502165,-33925883.60109295
204,86011430.32893868,0.999987372549107,0.001172209886254993,51747776.78344335,1.0079881961666455,51667286.290985584,-34344144.03795309
205,86430998.28176276,0.999987372549107,0.0011513289795242636,51748004.52496562,1.0077633221348508,51668560.08747748,-34762438.19428528
206,86850566.23458686,0.999987372549107,0.0011311144252359115,51748226.56230906,1.007547366596486,51669801.35565551,-35180764.87893135
207,87270134.18741095,0.999987372549107,0.001111536819067271,51748443.09962955,1.0073398904135422,51671011.23564288,-35599122.95176806
208,87689702.14023504,0.999987372549107,0.0010925683924096297,51748654.33154242,1.0071404796673955,51672190.81901645,-36017511.32121859
209,88109270.09305914,0.999987372549107,0.001074182903247835,51748860.443671785,1.0069487440355147,51673341.15116512,-36435928.94189402
210,88528838.04588322,0.999987372549107,0.0010563555354919897,51749061.61316253,1.006764315281601,51674463.23352474,-36854374.812358476
211,88948405.99870731,0.999987372549107,0.0010390628060182904,51749258.00915764,1.0065868458508251,51675558.02569598,-37272847.97301132
212,89367973.95153141,0.999987372549107,0.0010222824787489415,51749449.793243736,1.0064160075624362,51676626.44745135,-37691347.50408005
213,89787541.9043555,0.999987372549107,0.0010059934851660273,51749637.11986717,1.0062514903926063,51677669.38063735,-38109872.52371814
214,90207109.85717958,0.999987372549107,0.0009901758507123149,51749820.136723,1.0060930013408973,51678687.670977205,-38528422.18620237
215,90626677.81000368,0.999987372549107,0.0009748106265838446,51749998.985118784,1.005940263374241,51679682.129779786,-38946995.68022389
216,91046245.76282777,0.999987372549107,0.0009598798264657003,51750173.80031517,1.0057930144427811,51680653.53555951,-39365592.22726825
217,91465813.71565185,0.999987372549107,0.0009453663678039526,51750344.71184491,1.0056510065623505,51681602.63557227,-39784211.08007959
218,91885381.66847596,0.999987372549107,0.0009312540172442877,51750511.84381196,1.0055140049587548,51682530.14727179,-40202851.52120417
219,92304949.62130004,0.999987372549107,0.0009175273399013545,51750675.31517199,1.0053817872693955,51683436.75969092,-40621512.86160913
220,92724517.57412413,0.999987372549107,0.0009041716521531882,51750835.23999577,1.0052541427981048,51684323.13475177,-41040194.43937237
221,93144085.52694823,0.999987372549107,0.0008911729776822849,51750991.72771652,1.0051308718193712,51685189.90850872,-41458895.61843952
222,93563653.47977231,0.999987372549107,0.0008785180065094638,51751144.8833624,1.0050117849284337,51686037.69232789,-41877615.787444435
223,93983221.43259642,0.999987372549107,0.0008661940567888715,51751294.80777521,1.0048967024339714,51686867.07400656,-42296354.35858986
224,94402789.3854205,0.999987372549107,0.0008541890391524769,51751441.59781614,1.0047854537903766,51687678.61883583,-42715110.76658467
225,94822357.33824459,0.999987372549107,0.0008424914234105713,51751585.3465596,1.0046778770668157,51688472.87060957,-43133884.46763503
226,95241925.29106869,0.999987372549107,0.0008310902074312025,51751726.143475786,1.0045738184504933,51689250.35258262,-43552674.93848607
